id,aps,se,data,tweets,casos,casos_est,casos_estmin,casos_estmax,tmin,rt,prt1,inc,nivel,sum
3178,3.3,201435,2014-08-24,81.0,11.0,11.0,11.0,11.0,17.1429,2.45992,0.958715,1.19001,1,1302
3179,3.3,201436,2014-08-31,53.0,9.0,9.0,9.0,9.0,17.4286,1.42239,0.75916,0.973642,1,1302
3180,3.3,201437,2014-09-07,45.0,4.0,4.0,4.0,4.0,17.5714,0.478184,0.0967286,0.43273,1,1302
3181,3.3,201438,2014-09-14,57.0,1.0,1.0,1.0,1.0,19.2857,0.131449,0.00512753,0.108182,1,1302
3182,3.3,201439,2014-09-21,80.0,11.0,11.0,11.0,11.0,18.7143,2.10319,0.93161,1.19001,1,1302
3183,3.3,201440,2014-09-28,65.0,6.0,6.0,6.0,6.0,20.2857,1.22751,0.637068,0.649095,1,1302
3184,3.3,201441,2014-10-05,143.0,7.0,7.0,7.0,7.0,17.1429,1.04207,0.531351,0.757277,1,1302
3185,3.3,201442,2014-10-12,105.0,13.0,13.0,13.0,13.0,20.8571,1.72782,0.89286,1.40637,1,1302
3186,3.3,201443,2014-10-19,88.0,6.0,6.0,6.0,6.0,20.2857,0.721773,0.263992,0.649095,1,1302
3187,3.3,201444,2014-10-26,58.0,6.0,6.0,6.0,6.0,21.2857,0.664551,0.20999,0.649095,1,1302
3188,3.3,201445,2014-11-02,55.0,3.0,3.0,3.0,3.0,22.8571,0.396874,0.0682284,0.324547,1,1302
3189,3.3,201446,2014-11-09,47.0,3.0,3.0,3.0,3.0,20.7143,0.548738,0.184316,0.324547,1,1302
3190,3.3,201447,2014-11-16,50.0,7.0,7.0,7.0,7.0,19.4286,1.69286,0.815271,0.757277,1,1302
3191,3.3,201448,2014-11-23,46.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1,1302
3192,3.3,201449,2014-11-30,40.0,7.0,7.0,7.0,7.0,21.8571,1.71324,0.819995,0.757277,1,1302
3193,3.3,201450,2014-12-07,46.0,5.0,5.0,5.0,5.0,23.2857,1.30425,0.659936,0.540912,1,1302
3194,3.3,201451,2014-12-14,28.0,2.0,2.0,2.0,2.0,22.2857,0.44424,0.14347,0.216365,1,1302
3195,3.3,201452,2014-12-21,40.0,2.0,2.0,2.0,2.0,24.4286,0.463837,0.158902,0.216365,2,1302
3196,3.3,201453,2014-12-28,39.0,0.0,0.0,0.0,0.0,25.1429,0.0,0.0,0.0,2,1302
3197,3.3,201501,2015-01-04,37.0,7.0,7.0,7.0,7.0,23.8571,3.57006,0.966405,0.757277,2,1302
3198,3.3,201502,2015-01-11,51.0,4.0,4.0,4.0,4.0,25.8571,1.5843,0.7322,0.43273,1,1302
3199,3.3,201503,2015-01-18,62.0,5.0,5.0,5.0,5.0,24.8571,1.20541,0.616082,0.540912,2,1302
3202,3.3,201506,2015-02-08,47.0,9.0,9.0,9.0,9.0,25.2857,2.66149,0.95426,0.973642,2,1302
3218,3.3,201522,2015-05-31,211.0,114.0,114.0,114.0,114.0,18.8571,0.59806,4.94254e-06,12.3328,2,1302
3220,3.3,201524,2015-06-14,116.0,163.0,163.0,163.0,163.0,18.2857,0.954213,0.334094,17.6337,2,1302
3221,3.3,201525,2015-06-21,98.0,200.0,200.0,200.0,200.0,17.0,1.07758,0.768569,21.6365,2,1302
3222,3.3,201526,2015-06-28,132.0,122.0,122.0,122.0,122.0,17.4286,0.657348,0.000134141,13.1983,1,1302
3223,3.3,201527,2015-07-05,99.0,87.0,87.0,87.0,87.0,18.0,0.52082,1.95041e-07,9.41188,1,1302
3224,3.3,201528,2015-07-12,81.0,99.0,99.0,99.0,99.0,18.5714,0.742406,0.0118571,10.7101,1,1302
3225,3.3,201529,2015-07-19,104.0,82.0,82.0,82.0,82.0,18.7143,0.787221,0.0515491,8.87096,1,1302
3226,3.3,201530,2015-07-26,84.0,73.0,73.0,73.0,73.0,20.0,0.794989,0.0705579,7.89732,1,1302
3227,3.3,201531,2015-08-02,80.0,71.0,71.0,71.0,71.0,18.2857,0.851008,0.157801,7.68096,1,1302
3228,3.3,201532,2015-08-09,76.0,113.0,113.0,113.0,113.0,16.8571,1.44886,0.99455,12.2246,1,1302
3229,3.3,201533,2015-08-16,79.0,110.0,110.0,110.0,110.0,18.5714,1.30722,0.968706,11.9001,3,1302
3230,3.3,201534,2015-08-23,59.0,66.0,66.0,66.0,66.0,18.5714,0.682109,0.00766369,7.14004,3,1302
3231,3.3,201535,2015-08-30,84.0,85.0,85.0,85.0,85.0,18.1429,0.885844,0.207132,9.19551,3,1302
3232,3.3,201536,2015-09-06,103.0,54.0,54.0,54.0,54.0,19.0,0.651737,0.00650372,5.84185,2,1302
3233,3.3,201537,2015-09-13,88.0,52.0,52.0,52.0,52.0,19.8571,0.720186,0.0341479,5.62549,2,1302
3234,3.3,201538,2015-09-20,51.0,43.0,43.0,43.0,43.0,21.8571,0.703988,0.037213,4.65185,2,1302
3235,3.3,201539,2015-09-27,59.0,45.0,45.0,45.0,45.0,22.4286,0.873068,0.251749,4.86821,2,1302
3236,3.3,201540,2015-10-04,77.0,49.0,49.0,49.0,49.0,19.2857,1.05212,0.59848,5.30094,1,1302
3237,3.3,201541,2015-10-11,63.0,15.0,15.0,15.0,15.0,22.7143,0.340276,4.85143e-05,1.62274,1,1302
3238,3.3,201542,2015-10-18,133.0,48.0,48.0,48.0,48.0,21.1429,1.22395,0.827861,5.19276,1,1302
3239,3.3,201543,2015-10-25,90.0,57.0,57.0,57.0,57.0,21.2857,1.62116,0.989175,6.1664,1,1302
3240,3.3,201544,2015-11-01,162.0,31.0,31.0,31.0,31.0,23.0,0.754337,0.115475,3.35366,1,1302
3253,3.3,201605,2016-01-31,469.0,108.0,108.0,108.0,108.0,24.7143,1.34335,0.978269,11.6837,1,1302
3254,3.3,201606,2016-02-07,638.0,51.0,51.0,51.0,51.0,24.0,0.639716,0.00569205,5.51731,2,1302
3255,3.3,201607,2016-02-14,683.0,132.0,132.0,132.0,132.0,24.4286,1.62213,0.999758,14.2801,2,1302
3256,3.3,201608,2016-02-21,491.0,97.0,97.0,97.0,97.0,24.7143,1.11542,0.770923,10.4937,2,1302
339988,3.3,201811,2018-03-11,21.0,6.0,6.0,6.0,6.0,25.1429,0.654359,0.200452,0.649095,2,1302
344274,3.3,201812,2018-03-18,31.0,10.0,10.0,10.0,10.0,24.5714,1.11303,0.594186,1.08182,2,1302
383190,3.3,201818,2018-04-29,23.0,12.0,12.0,12.0,12.0,21.1429,0.598104,0.0733977,1.29819,1,1302
383191,3.3,201819,2018-05-06,20.0,26.0,26.0,26.0,26.0,20.5714,1.44766,0.89024,2.81274,1,1302
85550,3.3,201642,2016-10-16,32.0,5.0,5.0,5.0,5.0,23.4286,0.462097,0.063919,0.540912,1,1302
88066,3.3,201643,2016-10-23,16.0,5.0,5.0,5.0,5.0,21.2857,0.512188,0.0988441,0.540912,1,1302
90607,3.3,201644,2016-10-30,35.0,11.0,11.0,11.0,11.0,20.5714,1.40724,0.774079,1.19001,1,1302
90608,3.3,201645,2016-11-06,28.0,11.0,11.0,11.0,11.0,21.7143,1.50716,0.812924,1.19001,1,1302
90609,3.3,201646,2016-11-13,18.0,14.0,14.0,14.0,14.0,20.8571,1.49684,0.837083,1.51455,1,1302
90610,3.3,201647,2016-11-20,26.0,21.0,21.0,21.0,21.0,20.4286,1.76983,0.947925,2.27183,1,1302
93176,3.3,201648,2016-11-27,36.0,22.0,22.0,22.0,22.0,22.1429,1.45379,0.873511,2.38001,1,1302
95757,3.3,201649,2016-12-04,33.0,35.0,35.0,35.0,35.0,22.2857,1.78374,0.982635,3.78639,1,1302
95758,3.3,201650,2016-12-11,22.0,16.0,16.0,16.0,16.0,23.0,0.666749,0.0998704,1.73092,2,1302
100944,3.3,201651,2016-12-18,17.0,20.0,20.0,20.0,20.0,23.1429,0.786317,0.207599,2.16365,2,1302
103550,3.3,201652,2016-12-25,13.0,34.0,34.0,34.0,34.0,25.5714,1.49058,0.933278,3.6782,2,1302
106171,3.3,201701,2017-01-01,68.0,32.0,32.0,32.0,32.0,25.7143,1.34481,0.866234,3.46184,2,1302
116688,3.3,201703,2017-01-15,20.0,30.0,30.0,30.0,30.0,24.0,0.930599,0.387617,3.24547,2,1302
119334,3.3,201704,2017-01-22,51.0,37.0,37.0,37.0,37.0,24.7143,1.12498,0.689628,4.00275,2,1302
124640,3.3,201705,2017-01-29,40.0,41.0,41.0,41.0,41.0,24.2857,1.22443,0.8096,4.43548,2,1302
127306,3.3,201706,2017-02-05,35.0,37.0,37.0,37.0,37.0,24.2857,1.02851,0.548049,4.00275,2,1302
133203,3.3,201708,2017-02-19,34.0,28.0,28.0,28.0,28.0,23.8571,0.826103,0.22517,3.02911,2,1302
138610,3.3,201710,2017-03-05,21.0,30.0,30.0,30.0,30.0,24.7143,1.33478,0.852883,3.24547,2,1302
149406,3.3,201711,2017-03-12,28.0,29.0,29.0,29.0,29.0,23.5714,1.43544,0.897666,3.13729,2,1302
149407,3.3,201712,2017-03-19,33.0,20.0,20.0,20.0,20.0,20.7143,0.846751,0.289903,2.16365,2,1302
149408,3.3,201713,2017-03-26,41.0,28.0,28.0,28.0,28.0,21.0,1.08785,0.622068,3.02911,2,1302
157574,3.3,201714,2017-04-02,18.0,14.0,14.0,14.0,14.0,21.8571,0.578847,0.0467568,1.51455,1,1302
160330,3.3,201715,2017-04-09,13.0,19.0,19.0,19.0,19.0,22.2857,0.858834,0.311281,2.05547,1,1302
271918,3.3,201749,2017-12-03,17.0,5.0,5.0,5.0,5.0,23.2857,0.825134,0.370228,0.540912,2,1302
280209,3.3,201750,2017-12-10,6.0,4.0,4.0,4.0,4.0,22.7143,0.740502,0.315927,0.43273,2,1302
280210,3.3,201751,2017-12-17,4.0,7.0,7.0,7.0,7.0,24.5714,1.45565,0.746313,0.757277,2,1302
284376,3.3,201752,2017-12-24,20.0,6.0,6.0,6.0,6.0,24.5714,1.18119,0.613087,0.649095,2,1302
310289,3.3,201802,2018-01-07,28.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2,1302
310290,3.3,201803,2018-01-14,49.0,3.0,3.0,3.0,3.0,25.1429,0.681231,0.291791,0.324547,2,1302
314496,3.3,201804,2018-01-21,57.0,10.0,10.0,10.0,10.0,25.5714,3.25398,0.979257,1.08182,1,1302
318712,3.3,201805,2018-01-28,13.0,7.0,7.0,7.0,7.0,23.2857,1.61069,0.794486,0.757277,2,1302
322943,3.3,201806,2018-02-04,29.0,6.0,6.0,6.0,6.0,23.4286,0.887511,0.412905,0.649095,2,1302
322944,3.3,201807,2018-02-11,29.0,9.0,9.0,9.0,9.0,24.7143,1.23071,0.666047,0.973642,2,1302
327190,3.3,201808,2018-02-18,18.0,4.0,4.0,4.0,4.0,24.2857,0.568637,0.169501,0.43273,2,1302
331446,3.3,201809,2018-02-25,15.0,13.0,13.0,13.0,13.0,24.5714,1.82207,0.91073,1.40637,2,1302
335712,3.3,201810,2018-03-04,30.0,9.0,9.0,9.0,9.0,24.8571,1.15959,0.621857,0.973642,2,1302
215052,4.0,201118,2011-05-01,,476.0,476.0,476.0,476.0,21.8571,0.925576,0.111814,56.7439,4,1302
215053,4.0,201119,2011-05-08,,435.0,435.0,435.0,435.0,20.4286,0.852571,0.00716185,51.8563,4,1302
215054,4.0,201120,2011-05-15,,470.0,470.0,470.0,470.0,18.5714,0.964901,0.290172,56.0286,4,1302
215055,4.0,201121,2011-05-22,,353.0,353.0,353.0,353.0,18.0,0.776217,0.000167008,42.0811,4,1302
414015,3.3,201826,2018-06-24,15.0,15.0,15.0,15.0,15.0,19.1429,0.911103,0.395713,1.62274,1,1302
414016,3.3,201827,2018-07-01,12.0,29.0,29.0,29.0,29.0,19.4286,1.74996,0.96928,3.13729,1,1302
418467,3.3,201828,2018-07-08,15.0,23.0,23.0,23.0,23.0,17.1429,1.20619,0.72996,2.4882,1,1302
418468,3.3,201829,2018-07-15,11.0,16.0,16.0,16.0,16.0,17.5714,0.709046,0.141976,1.73092,1,1302
440779,3.3,201830,2018-07-22,11.0,14.0,14.0,14.0,14.0,19.2857,0.645067,0.0951342,1.51455,1,1302
440780,3.3,201831,2018-07-29,17.0,23.0,23.0,23.0,23.0,18.7143,1.26289,0.774664,2.4882,1,1302
445266,3.3,201832,2018-08-05,29.0,5.0,5.0,5.0,5.0,17.8571,0.300042,0.00425493,0.540912,1,1302
449762,3.3,201833,2018-08-12,3.0,13.0,13.0,13.0,13.0,17.8571,0.841713,0.320797,1.40637,1,1302
454268,3.3,201834,2018-08-19,,8.0,8.0,8.0,8.0,19.0,0.668478,0.181409,0.86546,1,1302
214983,4.0,201001,2010-01-03,,3.0,3.0,3.0,3.0,25.5714,,0.0,0.357629,1,1302
215025,4.0,201043,2010-10-24,,16.0,16.0,16.0,16.0,21.1429,2.926,0.991198,1.90736,1,1302
215026,4.0,201044,2010-10-31,,9.0,9.0,9.0,9.0,22.2857,1.03376,0.528506,1.07289,1,1302
215027,4.0,201045,2010-11-07,,14.0,14.0,14.0,14.0,21.8571,1.21924,0.694064,1.66894,1,1302
215028,4.0,201046,2010-11-14,,6.0,6.0,6.0,6.0,21.0,0.516191,0.0829892,0.715259,1,1302
215029,4.0,201047,2010-11-21,,2.0,2.0,2.0,2.0,24.4286,0.195645,0.0051148,0.23842,1,1302
215030,4.0,201048,2010-11-28,,7.0,7.0,7.0,7.0,25.1429,0.972084,0.478091,0.834469,1,1302
215031,4.0,201049,2010-12-05,,15.0,15.0,15.0,15.0,25.4286,2.70208,0.98507,1.78815,2,1302
215032,4.0,201050,2010-12-12,,25.0,25.0,25.0,25.0,25.2857,2.89248,0.998254,2.98025,2,1302
215033,4.0,201051,2010-12-19,,25.0,25.0,25.0,25.0,26.0,1.64328,0.941517,2.98025,2,1302
215034,4.0,201052,2010-12-26,,15.0,15.0,15.0,15.0,24.2857,0.719429,0.160891,1.78815,2,1302
215035,4.0,201101,2011-01-02,,21.0,21.0,21.0,21.0,25.0,0.970992,0.461349,2.50341,2,1302
215036,4.0,201102,2011-01-09,,27.0,27.0,27.0,27.0,25.8571,1.35069,0.849385,3.21867,2,1302
215038,4.0,201104,2011-01-23,,46.0,46.0,46.0,46.0,24.7143,2.03108,0.997915,5.48365,2,1302
215039,4.0,201105,2011-01-30,,61.0,61.0,61.0,61.0,24.7143,2.1985,0.999835,7.2718,2,1302
215040,4.0,201106,2011-02-06,,104.0,104.0,104.0,104.0,25.5714,2.38166,1.0,12.3978,2,1302
215041,4.0,201107,2011-02-13,,154.0,154.0,154.0,154.0,23.4286,2.20554,1.0,18.3583,3,1302
215042,4.0,201108,2011-02-20,,163.0,163.0,163.0,163.0,25.1429,1.5544,0.999823,19.4312,3,1302
215043,4.0,201109,2011-02-27,,195.0,195.0,195.0,195.0,23.8571,1.39215,0.9987,23.2459,3,1302
215044,4.0,201110,2011-03-06,,207.0,207.0,207.0,207.0,24.2857,1.24292,0.982032,24.6764,3,1302
215045,4.0,201111,2011-03-13,,236.0,236.0,236.0,236.0,23.8571,1.24968,0.989053,28.1335,3,1302
215046,4.0,201112,2011-03-20,,476.0,476.0,476.0,476.0,23.8571,2.1435,1.0,56.7439,3,1302
215047,4.0,201113,2011-03-27,,522.0,522.0,522.0,522.0,24.5714,1.74657,1.0,62.2275,3,1302
215048,4.0,201114,2011-04-03,,644.0,644.0,644.0,644.0,22.8571,1.53281,1.0,76.7711,3,1302
215049,4.0,201115,2011-04-10,,549.0,549.0,549.0,549.0,24.1429,1.05055,0.790279,65.4462,4,1302
215050,4.0,201116,2011-04-17,,448.0,448.0,448.0,448.0,23.1429,0.79008,9.12937e-05,53.406,4,1302
215051,4.0,201117,2011-04-24,,578.0,578.0,578.0,578.0,22.2857,1.06097,0.839343,68.9033,4,1302
215062,4.0,201128,2011-07-10,,41.0,41.0,41.0,41.0,19.5,0.660882,0.018378,4.8876,1,1302
215064,4.0,201130,2011-07-24,,38.0,38.0,38.0,38.0,18.1429,0.847297,0.224631,4.52997,1,1302
215072,4.0,201138,2011-09-18,,12.0,12.0,12.0,12.0,19.1429,0.59414,0.0704975,1.43052,1,1302
215073,4.0,201139,2011-09-25,,24.0,24.0,24.0,24.0,19.2857,1.30805,0.810172,2.86104,1,1302
215074,4.0,201140,2011-10-02,,15.0,15.0,15.0,15.0,21.2857,0.860673,0.332814,1.78815,1,1302
215075,4.0,201141,2011-10-09,,20.0,20.0,20.0,20.0,22.1429,1.08937,0.605599,2.3842,1,1302
215076,4.0,201142,2011-10-16,,45.0,45.0,45.0,45.0,18.5714,2.27276,0.999299,5.36444,1,1302
215077,4.0,201143,2011-10-23,,33.0,33.0,33.0,33.0,20.2857,1.28753,0.834139,3.93392,1,1302
215078,4.0,201144,2011-10-30,,50.0,50.0,50.0,50.0,17.8571,1.45373,0.95657,5.96049,1,1302
215080,4.0,201146,2011-11-13,,58.0,58.0,58.0,58.0,21.0,1.28323,0.897408,6.91417,1,1302
215081,4.0,201147,2011-11-20,,67.0,67.0,67.0,67.0,21.7143,1.31674,0.932154,7.98706,1,1302
9273,4.0,201206,2012-02-05,,151.0,151.0,151.0,151.0,24.0,0.917642,0.222422,18.0007,3,1302
9274,4.0,201207,2012-02-12,,179.0,179.0,179.0,179.0,22.5714,1.08625,0.778623,21.3386,2,1302
9275,4.0,201208,2012-02-19,,146.0,146.0,146.0,146.0,23.4286,0.90133,0.180839,17.4046,2,1302
9276,4.0,201209,2012-02-26,,286.0,286.0,286.0,286.0,24.4286,1.69738,1.0,34.094,2,1302
9277,4.0,201210,2012-03-04,,377.0,377.0,377.0,377.0,23.7143,1.88473,1.0,44.9421,2,1302
9278,4.0,201211,2012-03-11,,591.0,591.0,591.0,591.0,24.0,2.08898,1.0,70.453,2,1302
9279,4.0,201212,2012-03-18,,586.0,586.0,586.0,586.0,24.2857,1.45429,1.0,69.857,3,1302
9280,4.0,201213,2012-03-25,,691.0,691.0,691.0,691.0,23.0,1.32321,0.999999,82.374,3,1302
9281,4.0,201214,2012-04-01,,522.0,522.0,522.0,522.0,23.7143,0.879066,0.0157239,62.2275,4,1302
9282,4.0,201215,2012-04-08,,753.0,753.0,753.0,753.0,24.1429,1.21836,0.999868,89.765,4,1302
9284,4.0,201217,2012-04-22,,994.0,994.0,994.0,994.0,22.1429,1.39653,1.0,118.495,4,1302
9285,4.0,201218,2012-04-29,,1005.0,1005.0,1005.0,1005.0,19.8571,1.21985,0.999989,119.806,4,1302
9286,4.0,201219,2012-05-06,,887.0,887.0,887.0,887.0,20.4286,0.961956,0.204691,105.739,4,1302
9287,4.0,201220,2012-05-13,,1199.0,1199.0,1199.0,1199.0,19.0,1.24,1.0,142.933,4,1302
9288,4.0,201221,2012-05-20,,871.0,871.0,871.0,871.0,18.5714,0.878497,0.00261125,103.832,4,1302
9289,4.0,201222,2012-05-27,,678.0,678.0,678.0,678.0,21.2857,0.678614,1.77636e-15,80.8243,4,1302
9290,4.0,201223,2012-06-03,,474.0,474.0,474.0,474.0,21.0,0.538803,0.0,56.5055,4,1302
9291,4.0,201224,2012-06-10,,412.0,412.0,412.0,412.0,19.7143,0.599726,0.0,49.1144,4,1302
9292,4.0,201225,2012-06-17,,329.0,329.0,329.0,329.0,21.2857,0.628979,1.18598e-11,39.22,4,1302
9294,4.0,201227,2012-07-01,,100.0,100.0,100.0,100.0,18.6667,0.317313,0.0,11.921,2,1302
3333,4.0,201350,2013-12-08,63.0,23.0,23.0,23.0,23.0,23.2857,1.49892,0.895129,2.74183,2,1302
3334,4.0,201351,2013-12-15,74.0,13.0,13.0,13.0,13.0,22.4286,0.756173,0.219214,1.54973,2,1302
3295,4.0,201312,2013-03-17,701.0,699.0,699.0,699.0,699.0,23.2857,1.67378,1.0,83.3277,3,1302
3296,4.0,201313,2013-03-24,852.0,591.0,591.0,591.0,591.0,23.0,1.14523,0.98791,70.453,4,1302
3297,4.0,201314,2013-03-31,622.0,830.0,830.0,830.0,830.0,23.4286,1.36094,1.0,98.9442,4,1302
3298,4.0,201315,2013-04-07,1368.0,750.0,750.0,750.0,750.0,23.1429,1.11138,0.976828,89.4074,4,1302
3299,4.0,201316,2013-04-14,780.0,616.0,616.0,616.0,616.0,19.5714,0.845161,0.00103444,73.4333,4,1302
3300,4.0,201317,2013-04-21,601.0,466.0,466.0,466.0,466.0,18.4286,0.656958,5.16698e-13,55.5518,4,1302
3301,4.0,201318,2013-04-28,441.0,294.0,294.0,294.0,294.0,20.0,0.487252,0.0,35.0477,4,1302
3302,4.0,201319,2013-05-05,368.0,187.0,187.0,187.0,187.0,17.8571,0.406126,0.0,22.2922,4,1302
3303,4.0,201320,2013-05-12,304.0,488.0,488.0,488.0,488.0,20.8571,1.44235,1.0,58.1744,2,1302
3304,4.0,201321,2013-05-19,175.0,128.0,128.0,128.0,128.0,20.0,0.428487,0.0,15.2589,2,1302
3305,4.0,201322,2013-05-26,193.0,111.0,111.0,111.0,111.0,19.8571,0.376374,0.0,13.2323,2,1302
3306,4.0,201323,2013-06-02,164.0,74.0,74.0,74.0,74.0,19.7143,0.349943,0.0,8.82153,2,1302
3307,4.0,201324,2013-06-09,131.0,45.0,45.0,45.0,45.0,19.5714,0.36643,4.12656e-10,5.36444,1,1302
3308,4.0,201325,2013-06-16,150.0,34.0,34.0,34.0,34.0,20.1429,0.434761,1.08284e-05,4.05313,1,1302
3309,4.0,201326,2013-06-23,123.0,27.0,27.0,27.0,27.0,20.4286,0.51755,0.00205809,3.21867,1,1302
3310,4.0,201327,2013-06-30,88.0,17.0,17.0,17.0,17.0,18.4286,0.466919,0.00337708,2.02657,1,1302
3311,4.0,201328,2013-07-07,90.0,28.0,28.0,28.0,28.0,16.2857,1.02204,0.532568,3.33788,1,1302
3313,4.0,201330,2013-07-21,57.0,12.0,12.0,12.0,12.0,17.1429,0.513838,0.0255639,1.43052,1,1302
3314,4.0,201331,2013-07-28,148.0,7.0,7.0,7.0,7.0,14.7143,0.338598,0.00344223,0.834469,1,1302
3315,4.0,201332,2013-08-04,155.0,15.0,15.0,15.0,15.0,19.1429,1.02117,0.523079,1.78815,1,1302
3316,4.0,201333,2013-08-11,71.0,111.0,111.0,111.0,111.0,16.8571,6.63043,1.0,13.2323,1,1302
3317,4.0,201334,2013-08-18,74.0,4.0,4.0,4.0,4.0,18.4286,0.112642,2.43911e-08,0.476839,1,1302
3318,4.0,201335,2013-08-25,63.0,7.0,7.0,7.0,7.0,16.5714,0.140867,6.0913e-10,0.834469,1,1302
3319,4.0,201336,2013-09-01,55.0,158.0,158.0,158.0,158.0,19.0,3.99783,1.0,18.8352,1,1302
3320,4.0,201337,2013-09-08,42.0,5.0,5.0,5.0,5.0,19.7143,0.103472,5.35674e-11,0.596049,1,1302
3321,4.0,201338,2013-09-15,115.0,6.0,6.0,6.0,6.0,22.2857,0.0895918,3.33067e-15,0.715259,1,1302
3322,4.0,201339,2013-09-22,45.0,27.0,27.0,27.0,27.0,19.4286,0.620031,0.0232303,3.21867,1,1302
3323,4.0,201340,2013-09-29,56.0,12.0,12.0,12.0,12.0,21.7143,0.620254,0.0907049,1.43052,1,1302
3324,4.0,201341,2013-10-06,52.0,7.0,7.0,7.0,7.0,18.4286,0.424861,0.0215805,0.834469,1,1302
3325,4.0,201342,2013-10-13,57.0,8.0,8.0,8.0,8.0,21.5714,0.579144,0.10076,0.953679,1,1302
3326,4.0,201343,2013-10-20,69.0,13.0,13.0,13.0,13.0,22.7143,1.32394,0.751557,1.54973,1,1302
3327,4.0,201344,2013-10-27,66.0,10.0,10.0,10.0,10.0,20.5714,1.07075,0.561022,1.1921,1,1302
3328,4.0,201345,2013-11-03,54.0,12.0,12.0,12.0,12.0,20.2857,1.12948,0.615892,1.43052,1,1302
3329,4.0,201346,2013-11-10,63.0,8.0,8.0,8.0,8.0,22.4286,0.731581,0.244735,0.953679,1,1302
3330,4.0,201347,2013-11-17,86.0,7.0,7.0,7.0,7.0,21.8571,0.682327,0.209997,0.834469,1,1302
3331,4.0,201348,2013-11-24,74.0,22.0,22.0,22.0,22.0,22.1429,2.29756,0.988492,2.62262,1,1302
3332,4.0,201349,2013-12-01,60.0,13.0,13.0,13.0,13.0,23.1429,1.13561,0.62533,1.54973,1,1302
3383,4.0,201448,2014-11-23,46.0,12.0,12.0,12.0,12.0,23.1429,1.08288,0.577185,1.43052,1,1302
3387,4.0,201452,2014-12-21,40.0,1.0,1.0,1.0,1.0,25.4286,0.154872,0.0113832,0.11921,1,1302
3388,4.0,201453,2014-12-28,39.0,1.0,1.0,1.0,1.0,25.4286,0.226381,0.0468002,0.11921,1,1302
3389,4.0,201501,2015-01-04,37.0,1.0,1.0,1.0,1.0,25.0,0.431902,0.200915,0.11921,2,1302
27481,4.0,201627,2016-07-03,36.0,26.0,26.0,26.0,26.0,17.2857,0.720621,0.0983681,3.09946,1,1302
32208,4.0,201628,2016-07-10,28.0,30.0,30.0,30.0,30.0,20.7143,1.24846,0.793728,3.57629,1,1302
41759,4.0,201631,2016-07-31,93.0,17.0,17.0,17.0,17.0,20.0,0.730643,0.15864,2.02657,1,1302
44172,4.0,201632,2016-08-07,80.0,15.0,15.0,15.0,15.0,18.2857,0.751406,0.197418,1.78815,1,1302
215419,5.1,201039,2010-09-26,,3.0,3.0,3.0,3.0,22.3333,0.553421,0.188177,0.457405,1,1302
215420,5.1,201040,2010-10-03,,3.0,3.0,3.0,3.0,21.1429,0.54221,0.178939,0.457405,1,1302
215421,5.1,201041,2010-10-10,,2.0,2.0,2.0,2.0,19.2857,0.470037,0.163802,0.304937,1,1302
215422,5.1,201042,2010-10-17,,2.0,2.0,2.0,2.0,20.2857,0.673561,0.317262,0.304937,1,1302
215423,5.1,201043,2010-10-24,,0.0,0.0,0.0,0.0,21.1429,0.0,0.0,0.0,1,1302
215425,5.1,201045,2010-11-07,,3.0,3.0,3.0,3.0,21.8571,2.39703,0.830761,0.457405,1,1302
215426,5.1,201046,2010-11-14,,3.0,3.0,3.0,3.0,21.0,1.66387,0.725963,0.457405,1,1302
215427,5.1,201047,2010-11-21,,4.0,4.0,4.0,4.0,24.4286,1.51988,0.715234,0.609873,1,1302
357624,4.0,201815,2018-04-04,19.0,21.0,21.0,21.0,21.0,23.1429,0.984965,0.480155,2.50341,2,1302
361951,4.0,201816,2018-04-15,13.0,3.0,3.0,3.0,3.0,20.8571,0.185389,0.000589668,0.357629,2,1302
383626,4.0,201817,2018-04-22,25.0,7.0,7.0,7.0,7.0,21.1429,0.542533,0.0865327,0.834469,2,1302
383627,4.0,201818,2018-04-29,23.0,12.0,12.0,12.0,12.0,20.7143,1.30909,0.735382,1.43052,1,1302
383628,4.0,201819,2018-05-06,20.0,35.0,35.0,35.0,35.0,20.7143,3.69023,0.999967,4.17234,1,1302
383629,4.0,201820,2018-05-13,49.0,24.0,24.0,24.0,24.0,20.8571,1.45437,0.883758,2.86104,1,1302
388012,4.0,201821,2018-05-20,22.0,16.0,16.0,16.0,16.0,16.1429,0.668566,0.101538,1.90736,1,1302
388013,4.0,201822,2018-05-27,17.0,7.0,7.0,7.0,7.0,17.2857,0.304713,0.00117321,0.834469,1,1302
401198,4.0,201823,2018-06-03,12.0,3.0,3.0,3.0,3.0,19.7143,0.187618,0.000660001,0.357629,1,1302
401199,4.0,201824,2018-06-10,,8.0,8.0,8.0,8.0,20.2857,0.862582,0.376637,0.953679,1,1302
410026,4.0,201825,2018-06-17,8.0,14.0,14.0,14.0,14.0,17.8571,2.13506,0.955096,1.66894,1,1302
414459,4.0,201826,2018-06-24,15.0,8.0,8.0,8.0,8.0,20.1429,0.976911,0.480768,0.953679,1,1302
414460,4.0,201827,2018-07-01,12.0,26.0,26.0,26.0,26.0,20.0,2.35174,0.994142,3.09946,1,1302
